RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE
2	-80848	521173	42.838268	21.161465	425018	210941	34TEN1319542868	NK34-05	P	PPL		KV	19				N	sqi			GODISHNJAK	Godishnjak	Godishnjak	GODISHNJAK	Godishnjak	Godishnjak		2012-06-22
2	-80848	11063917	42.838268	21.161465	425018	210941	34TEN1319542868	NK34-05	P	PPL		KV	19				NS	srp			ГОДИШЊАК	Годишњак	Годишњак	ГОДИШЊАК	Годишњак	Годишњак		2012-06-22
2	-80848	-118425	42.838268	21.161465	425018	210941	34TEN1319542868	NK34-05	P	PPL		KV	19				N	srp			GODISNJAK	Godišnjak	Godisnjak	GODISNJAK	Godišnjak	Godisnjak		2012-06-22
2	11578577	13824953	42.769508	21.178581	424610	211043	34TEN1461035235	NK34-05	T	HLL		KV	20				N				ZARC	Zarc	Zarc	ZARC	Zarc	Zarc		2012-06-22
2	-95893	-140174	42.891682	21.02067	425330	210114	34TEN0168848787	NK34-05	P	PPL		KV	28				N	srp			SKROVNA	Skrovna	Skrovna	SKROVNA	Skrovna	Skrovna		2011-11-03
2	-95893	501424	42.891682	21.02067	425330	210114	34TEN0168848787	NK34-05	P	PPL		KV	28				N	sqi			SKROME	Skromë	Skrome	SKROME	Skromë	Skrome		2011-11-03
2	-95893	11057889	42.891682	21.02067	425330	210114	34TEN0168848787	NK34-05	P	PPL		KV	28				V	sqi			SKROVNE	Skrovnë	Skrovne	SKROVNE	Skrovnë	Skrovne		2011-11-03
2	-95893	11057890	42.891682	21.02067	425330	210114	34TEN0168848787	NK34-05	P	PPL		KV	28				NS	srp			СКРОВНА	Скровна	Скровна	СКРОВНА	Скровна	Скровна		2011-11-03
2	-95893	-140172	42.891682	21.02067	425330	210114	34TEN0168848787	NK34-05	P	PPL		KV	28				V	srp			SKROMNA	Skromna	Skromna	SKROMNA	Skromna	Skromna		2011-11-03
2	431105	551327	42.901944	21.087778	425407	210516	34TEN0716649930	NK34-05	T	MT		KV	19				N	srp			STAN	Stan	Stan	STAN	Stan	Stan		2012-01-24
2	414928	525695	42.083333	20.75	420500	204500	34TDM7932359059	NK34-05	A	ADMDH		KV	00				N	srp			OPSTINAOPOLJE	Opština Opolje	Opstina Opolje	OPOLJE OPSTINA	Opolje, Opština	Opolje, Opstina		2012-06-13
2	6242128	6267661	42.560556	20.088889	423338	200520	34TDN2521012419	NK34-05	T	SLP		KV	33				N	srp			RUPADOBROS	Rupa Dobroš	Rupa Dobros	RUPADOBROS	Rupa Dobroš	Rupa Dobros		2012-05-04
2	6242144	6267678	42.546111	20.092778	423246	200534	34TDN2551210812	NK34-05	H	LK		KV	33				V	srp			LICENIITROPOJS	Lić Eni i Tropojs	Lic Eni i Tropojs	LICENIITROPOJS	Lić Eni i Tropojs	Lic Eni i Tropojs		2012-05-04
2	6242144	6267677	42.546111	20.092778	423246	200534	34TDN2551210812	NK34-05	H	LK		KV	33				N	srp			LJICENIITROPOJES	Ljićeni i Tropojes	Ljiceni i Tropojes	LJICENIITROPOJES	Ljićeni i Tropojes	Ljiceni i Tropojes		2012-05-04
2	6242145	6267679	42.543611	20.093333	423237	200536	34TDN2555410534	NK34-05	T	MT		KV	33				N	srp		Maja	MAJAERAMARUCIT	Maja e Ram Arućit	Maja e Ram Arucit	RAMARUCIT MAJAE	Ram Arućit, Maja e	Ram Arucit, Maja e		2012-05-09
2	6242141	6267674	42.556389	20.097778	423323	200552	34TDN2593411949	NK34-05	T	SLP		KV	33				N	srp			MAJAEGAT	Maja e Gat	Maja e Gat	MAJAEGAT	Maja e Gat	Maja e Gat		2012-05-04
2	6242143	6267676	42.547778	20.099722	423252	200559	34TDN2608410991	NK34-05	T	CLF		KV	33				N	srp		Krši	KRSIIZI	Krši i Zi	Krsi i Zi	ZI KRSII	Zi, Krši i	Zi, Krsi i		2012-05-04
2	6242151	6267685	42.534262	20.098122	423203	200553	34TDN2593609492	NK34-05	T	PK		KV	33				N	srp		Maja	MAJAEBARD	Maja e Bard	Maja e Bard	BARD MAJAE	Bard, Maja e	Bard, Maja e		2012-05-10
2	6242151	6267686	42.534262	20.098122	423203	200553	34TDN2593609492	NK34-05	T	PK		KV	33				V	sqi			MAJAEBARL	Maja e Barl	Maja e Barl	BARL MAJAE	Barl, Maja e	Barl, Maja e		2012-05-04
2	435934	557502	42.558333	20.106667	423330	200624	34TDN2666612157	NK34-05	S	PSTP		KV	33				N	srp		Karaula	KARAULAZILOVIC	Karaula Žilović	Karaula Zilovic	ZILOVIC KARAULA	Žilović, Karaula	Zilovic, Karaula		2012-05-04
2	11529292	13713259	42.847895	21.032036	425052	210155	34TEN0261843925	NK34-05	H	STMI		KV	28				N	srp			JEZERO	Jezero	Jezero	JEZERO	Jezero	Jezero		2012-06-11
2	-83868	10916379	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				VS	srp			КАЧАНИК	Качаник	Качаник	КАЧАНИК	Качаник	Качаник		2012-05-01
2	-83868	10916378	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				NS	srp	Качаник	Општина	ОПШТИНАКАЧАНИК	Општина Качаник	Општина Качаник	КАЧАНИК ОПШТИНА	Качаник,Општина	Качаник,Општина		2012-05-01
2	-83868	-122469	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				N	srp	Kačanik	Opština	OPSTINAKACANIK	Opština Kačanik	Opstina Kacanik	KACANIK OPSTINA	Kačanik, Opština	Kacanik, Opstina		2012-05-01
2	-83868	9121560	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				V	srp			KACANIK	Kačanik	Kacanik	KACANIK	Kačanik	Kacanik		2012-05-01
2	-83868	524593	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				V	sqi			KACANIK	Kaçanik	Kacanik	KACANIK	Kaçanik	Kacanik		2012-05-01
2	-83868	9121559	42.239167	21.230556	421421	211350	34TEM1902276357	NK34-05	A	ADM1		KV	09				N	sqi	Kaçanik	Komuna	KOMUNAEKACANIKUT	Komuna e Kaçanikut	Komuna e Kacanikut	KACANIKUT KOMUNAE	Kaçanikut, Komuna e	Kacanikut, Komuna e		2012-05-09
2	-99220	527779	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				V	srp			UROSEVAC	Uroševac	Urosevac	UROSEVAC	Uroševac	Urosevac		2009-04-08
2	-99220	10916461	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				VS	srp			УРОШЕВАЦ	Урошевац	Урошевац	УРОШЕВАЦ	Урошевац	Урошевац		2009-04-08
2	-99220	10916460	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				NS	srp	Урошевац	Општина	ОПШТИНАУРОШЕВАЦ	Општина Урошевац	Општина Урошевац	УРОШЕВАЦ ОПШТИНА	Урошевац, Општина	Урошевац, Општина		2009-04-08
2	-99220	527780	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				V	sqi			FERIZAJ	Ferizaj	Ferizaj	FERIZAJ	Ferizaj	Ferizaj		2009-04-08
2	-99220	9121542	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				V	sqi	Ferizaj	Komuna	KOMUNAEFERIZAJT	Komuna e Ferizajt	Komuna e Ferizajt	FERIZAJT KOMUNAE	Ferizajt, Komuna e	Ferizajt, Komuna e		2012-05-03
2	-99220	13729180	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				N	sqi	Ferizaj	Komuna	KOMUNAEFERIZAJIT	Komuna e Ferizajit	Komuna e Ferizajit	FERIZAJIT KOMUNAE	Ferizajit, Komuna e	Ferizajit, Komuna e		2012-05-03
2	-99220	-145114	42.366667	21.133333	422200	210800	34TEM1097990497	NK34-05	A	ADM1		KV	03				N	srp	Uroševac	Opština	OPSTINAUROSEVAC	Opština Uroševac	Opstina Urosevac	UROSEVAC OPSTINA	Uroševac, Opština	Urosevac, Opstina		2009-04-08
2	413033	525770	42.163333	21.270556	420948	211614	34TEM2234967947	NK34-05	P	PPL		KV	32				V	srp			BUSALMALA	Bušal Mala	Busal Mala	BUSALMALA	Bušal Mala	Busal Mala		2012-05-04
2	413033	522290	42.163333	21.270556	420948	211614	34TEM2234967947	NK34-05	P	PPL		KV	32				N	srp			DONJABUSMALA	Donja Buš Mala	Donja Bus Mala	DONJABUSMALA	Donja Buš Mala	Donja Bus Mala		2012-05-04
2	413030	522285	42.189444	21.296944	421122	211749	34TEM2451970853	NK34-05	P	PPL		KV	32				N	srp			ORNICA	Ornica	Ornica	ORNICA	Ornica	Ornica		2012-05-04
2	-95156	11029777	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				D	sqi			SECISHTE	Seçishtë	Secishte	SECISHTE	Seçishtë	Secishte		2012-05-04
2	-95156	501255	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				V	sqi			SEQISHTE	Seqishtë	Seqishte	SEQISHTE	Seqishtë	Seqishte		2012-05-04
2	-95156	11029776	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				NS	srp			СЕЧИШТЕ	Сечиште	Сечиште	СЕЧИШТЕ	Сечиште	Сечиште		2012-05-04
2	-95156	-139037	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				N	srp			SECISTE	Sečište	Seciste	SECISTE	Sečište	Seciste		2012-05-04
2	-95156	11029778	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				V	srp			SECISTE	Sećište	Seciste	SECISTE	Sećište	Seciste		2012-05-04
2	-95156	11029779	42.132778	21.2975	420758	211751	34TEM2458764561	NK34-05	P	PPL		KV	32				VS	srp			СЕЋИШТЕ	Сећиште	Сећиште	СЕЋИШТЕ	Сећиште	Сећиште		2012-05-04
2	6242142	6267675	42.555556	20.107778	423320	200628	34TDN2675411848	NK34-05	T	MT		KV	33				N	srp			TROPOJSKEPLOCICE	Tropojske Pločice	Tropojske Plocice	TROPOJSKEPLOCICE	Tropojske Pločice	Tropojske Plocice		2012-05-04
2	412818	11099159	42.479722	20.290278	422847	201725	34TDN4166603285	NK34-05	P	PPL		KV	33				NS	srp			САЋ	Саћ	Саћ	САЋ	Саћ	Саћ		2012-05-04
2	412818	521827	42.479722	20.290278	422847	201725	34TDN4166603285	NK34-05	P	PPL		KV	33				N	srp			SAC	Sać	Sac	SAC	Sać	Sac		2012-05-04
2	412817	11102794	42.475556	20.291667	422832	201730	34TDN4177602822	NK34-05	P	PPL		KV	33				D	sqi			MIROCMALOK	Miroc - Malok	Miroc - Malok	MIROCMALOK	Miroc - Malok	Miroc - Malok		2012-05-04
2	412817	11099620	42.475556	20.291667	422832	201730	34TDN4177602822	NK34-05	P	PPL		KV	33				NS	srp			МИРОЦ	Мироц	Мироц	МИРОЦ	Мироц	Мироц		2012-05-04
2	412817	521825	42.475556	20.291667	422832	201730	34TDN4177602822	NK34-05	P	PPL		KV	33				N	srp			MIROC	Miroc	Miroc	MIROC	Miroc	Miroc		2012-05-04
2	9033762	9033762	42.459167	20.288611	422733	201719	34TDN4151001004	NK34-05	L	LCTY		KV	33				N	srp			JUNICKOPOLJE	Juničko Polje	Junicko Polje	JUNICKOPOLJE	Juničko Polje	Junicko Polje		2012-05-04
2	9030693	11099252	42.474722	20.3075	422829	201827	34TDN4307702719	NK34-05	P	PPL		KV	33				NS	srp			БРАМАТОК	Браматок	Браматок	БРАМАТОК	Браматок	Браматок		2012-05-04
2	9030693	9030693	42.474722	20.3075	422829	201827	34TDN4307702719	NK34-05	P	PPL		KV	33				N	srp			BRAMATOK	Bramatok	Bramatok	BRAMATOK	Bramatok	Bramatok		2012-05-04
2	9030704	11099612	42.459722	20.311667	422735	201842	34TDN4340601050	NK34-05	P	PPL		KV	33				NS	srp			КАЛАВАЈ	Калавај	Калавај	КАЛАВАЈ	Калавај	Калавај		2012-05-04
2	9030704	9030704	42.459722	20.311667	422735	201842	34TDN4340601050	NK34-05	P	PPL		KV	33				N	srp			KALAVAJ	Kalavaj	Kalavaj	KALAVAJ	Kalavaj	Kalavaj		2012-05-04
2	6242236	6267782	42.512778	20.160278	423046	200937	34TDN3101707054	NK34-05	H	SPNG		KV	33				N	srp			BLATA	Blata	Blata	BLATA	Blata	Blata		2012-05-04
2	421994	540120	42.519444	20.163333	423110	200948	34TDN3127507791	NK34-05	S	HUTS		KV	33				N	srp			GROPAERENIKIT	Gropa Erenikit	Gropa Erenikit	GROPAERENIKIT	Gropa Erenikit	Gropa Erenikit		2012-05-04
2	6242237	6267783	42.512222	20.167222	423044	201002	34TDN3158706986	NK34-05	T	CLF		KV	33				N	srp			MINARJA	Minarja	Minarja	MINARJA	Minarja	Minarja		2012-05-04
2	421995	540121	42.517222	20.171667	423102	201018	34TDN3195807538	NK34-05	S	HUTS		KV	33				N	srp			GACAFER	Gacafer	Gacafer	GACAFER	Gacafer	Gacafer		2012-05-04
2	422028	540160	42.558333	20.1075	423330	200627	34TDN2673512156	NK34-05	S	HUTS		KV	33				N	srp			ZILOVIC	Žilović	Zilovic	ZILOVIC	Žilović	Zilovic		2012-05-04
2	6242226	6267771	42.521111	20.173611	423116	201025	34TDN3212107968	NK34-05	S	HUTS		KV	33				N	srp		Staništa	STANISTAKUC	Staništa Kuć	Stanista Kuc	KUC STANISTA	Kuć, Staništa	Kuc, Stanista		2012-05-04
2	6242238	6267784	42.5125	20.174444	423045	201028	34TDN3218107011	NK34-05	T	SLP		KV	33				N	srp		Krši	KRSIDOLVE	Krši Ðolve	Krsi Dolve	DOLVE KRSI	Ðolve, Krši	Dolve, Krsi		2012-05-04
2	6242239	6267785	42.505	20.1725	423018	201021	34TDN3201306180	NK34-05	H	SPNG		KV	33				N	srp		Kroni	KRONIIMRZIT	Kroni i Mrzit	Kroni i Mrzit	MRZIT KRONII	Mrzit, Kroni i	Mrzit, Kroni i		2012-05-04
2	-93280	13729181	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				N	tur	Prizren	Belediye	PRIZRENBELEDIYESI	Prizren Belediyesi	Prizren Belediyesi	PRIZRENBELEDIYESI	Prizren Belediyesi	Prizren Belediyesi		2012-05-03
2	-93280	9121647	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				N	sqi	Prizren	Komuna	KOMUNAEPRIZRENIT	Komuna e Prizrenit	Komuna e Prizrenit	PRIZRENIT KOMUNAE	Prizrenit, Komuna e	Prizrenit, Komuna e		2009-04-08
2	-93280	-136135	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				N	srp	Prizren	Opština	OPSTINAPRIZREN	Opština Prizren	Opstina Prizren	PRIZREN OPSTINA	Prizren, Opština	Prizren, Opstina		2009-04-08
2	-93280	10916470	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				VS	srp			ПРИЗРЕН	Призрен	Призрен	ПРИЗРЕН	Призрен	Призрен		2009-04-08
2	-93280	10916469	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				NS	srp	Призрен	Општина	ОПШТИНАПРИЗРЕН	Општина Призрен	Општина Призрен	ПРИЗРЕН ОПШТИНА	Призрен, Општина	Призрен, Општина		2009-04-08
2	-93280	523895	42.233333	20.733333	421400	204400	34TDM7799675718	NK34-05	A	ADM1		KV	21				V	srp			PRIZREN	Prizren	Prizren	PRIZREN	Prizren	Prizren		2009-04-08
2	11538842	13729182	42.573889	21.151667	423426	210906	34TEN1244713509	NK34-05	A	ADM1		KV	31				N	sqi	Graçanicë	Komuna	KOMUNAEGRACANICES	Komuna e Graçanicës	Komuna e Gracanices	GRACANICES KOMUNAE	Graçanicës, Komuna e	Gracanices, Komuna e		2012-05-03
2	11538842	13729188	42.573889	21.151667	423426	210906	34TEN1244713509	NK34-05	A	ADM1		KV	31				NS	srp	Грачаница	Општина	ОПШТИНАГРАЧАНИЦА	Општина Грачаница	Општина Грачаница	ГРАЧАНИЦА ОПШТИНА	Грачаница, Општина	Грачаница, Општина		2012-05-03
2	11538842	13729187	42.573889	21.151667	423426	210906	34TEN1244713509	NK34-05	A	ADM1		KV	31				N	srp	Gračanica	Opština	OPSTINAGRACANICA	Opština Gračanica	Opstina Gracanica	GRACANICA OPSTINA	Gračanica, Opština	Gracanica, Opstina		2012-05-03
2	11512735	13677733	42.854658	21.095331	425117	210543	34TEN0778944679	NK34-05	H	STMI		KV	19				N	srp		Potok	VELIKIPOTOK	Veliki Potok	Veliki Potok	VELIKIPOTOK	Veliki Potok	Veliki Potok		2012-06-13
2	431124	551349	42.829426	21.108743	424946	210631	34TEN0888841879	NK34-05	P	PPL		KV	28				N	srp			ISLJAMOVICI	Isljamovići	Isljamovici	ISLJAMOVICI	Isljamovići	Isljamovici		2012-06-13
2	11512731	13677723	42.752239	21.113584	424508	210649	34TEN0929533308	NK34-05	L	FLD		KV	20				N	srp		Njive	VELIKENJIVE	Velike Njive	Velike Njive	VELIKENJIVE	Velike Njive	Velike Njive		2012-06-13
2	11512736	13677736	42.753635	21.024596	424513	210129	34TEN0201333457	NK34-05	H	STM		KV	28				N	srp			DELBISTE	Ðelbište	Delbiste	DELBISTE	Ðelbište	Delbiste		2012-06-13
2	424218	542916	42.784167	20.991389	424703	205929	34TDN9929636847	NK34-05	H	STM		KV	28				N	srp		Potok	SOLJEPOTOK	Šolje Potok	Solje Potok	SOLJEPOTOK	Šolje Potok	Solje Potok		2012-06-13
2	11516109	13682244	42.77822	21.088489	424642	210519	34TEN0723836191	NK34-05	H	STMI		KV	00				N	srp		Proni	PRONIIHISENIT	Proni i Hisenit	Proni i Hisenit	HISENIT PRONII	Hisenit, Proni i	Hisenit, Proni i		2012-06-11
2	11512689	13677621	42.794231	21.009779	424739	210035	34TEN0080037965	NK34-05	L	AREA		KV	28				N	srp			VISEKULE	Više Kule	Vise Kule	VISEKULE	Više Kule	Vise Kule		2012-04-17
2	11512730	13677707	42.826502	21.019226	424935	210109	34TEN0157141549	NK34-05	T	HLL		KV	28				N	srp			SAMARICA	Samarica	Samarica	SAMARICA	Samarica	Samarica		2012-06-11
2	413036	522296	42.148056	21.289722	420853	211723	34TEM2393866256	NK34-05	P	PPL		KV	32				N	srp			MELIC	Melić	Melic	MELIC	Melić	Melic		2012-05-04
2	432446	552853	42.150556	21.294167	420902	211739	34TEM2430566534	NK34-05	S	RSTN		KV	32				V	srp		Stanica	STANICADENERALJANKOVIC	Stanica Ðeneral Janković	Stanica Deneral Jankovic	DENERALJANKOVIC STANICA	Ðeneral Janković, Stanica	Deneral Jankovic, Stanica		2012-05-04
2	432446	552852	42.150556	21.294167	420902	211739	34TEM2430566534	NK34-05	S	RSTN		KV	32				N	srp		Železnička Stanica	ZELEZNICKASTANICADENERALJANKOVIC	Železnička Stanica Ðeneral Janković	Zeleznicka Stanica Deneral Jankovic	DENERALJANKOVIC ZELEZNICKASTANICA	Ðeneral Janković, Železnička Stanica	Deneral Jankovic, Zeleznicka Stanica		2012-05-04
2	-78323	501264	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				V	sqi			HANIELEZIT	Han i Elezit	Han i Elezit	HANIELEZIT	Han i Elezit	Han i Elezit		2012-05-07
2	-78323	-114690	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				N	srp			DENERALJANKOVIC	Ðeneral Janković	Deneral Jankovic	DENERALJANKOVIC	Ðeneral Janković	Deneral Jankovic		2012-05-07
2	-78323	-121783	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				V				JANKOVIC	Jankovic	Jankovic	JANKOVIC	Jankovic	Jankovic		2012-05-07
2	-78323	11029747	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				V	srp			DZENERALJANKOVIC	Dženeral Janković	Dzeneral Jankovic	DZENERALJANKOVIC	Dženeral Janković	Dzeneral Jankovic		2012-05-07
2	-78323	11029745	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				NS	srp			ЂЕНЕРАЛЈАНКОВИЋ	Ђенерал Јанковић	Ђенерал Јанковић	ЂЕНЕРАЛЈАНКОВИЋ	Ђенерал Јанковић	Ђенерал Јанковић		2012-05-07
2	-78323	13731545	42.15	21.296667	420900	211748	34TEM2451166473	NK34-05	P	PPLA		KV	32				N	sqi			HANIIELEZIT	Hani i Elezit	Hani i Elezit	HANIIELEZIT	Hani i Elezit	Hani i Elezit		2012-05-07
2	413032	522289	42.168056	21.2725	421005	211621	34TEM2250868471	NK34-05	P	PPL		KV	32				N	srp			GORNJABUSMALA	Gornja Buš Mala	Gornja Bus Mala	GORNJABUSMALA	Gornja Buš Mala	Gornja Bus Mala		2012-05-04
2	6242225	6267770	42.519722	20.1775	423111	201039	34TDN3243907811	NK34-05	S	HUTS		KV	33				N	srp		Staništa	STANISTAAMOTIT	Staništa Amotit	Stanista Amotit	AMOTIT STANISTA	Amotit, Staništa	Amotit, Stanista		2012-05-04
2	6242240	6267786	42.509444	20.175	423034	201030	34TDN3222306671	NK34-05	H	SPNG		KV	33				N	srp		Kroni	KRONIIPEHARIT	Kroni i Peharit	Kroni i Peharit	PEHARIT KRONII	Peharit, Kroni i	Peharit, Kroni i		2012-05-04
2	6242224	6267769	42.518333	20.18	423106	201048	34TDN3264307655	NK34-05	S	HUTS		KV	33				N	srp		Staništa	STANISTASMAILIBRAJ	Staništa Smail Ibraj	Stanista Smail Ibraj	SMAILIBRAJ STANISTA	Smail Ibraj, Staništa	Smail Ibraj, Stanista		2012-05-04
2	2382	539509	42.506111	20.178611	423022	201043	34TDN3251606298	NK34-05	T	RDGE		KV	33				V				RASAZOGIT	Rasa Zogit	Rasa Zogit	RASAZOGIT	Rasa Zogit	Rasa Zogit		2012-05-04
2	2382	2736	42.506111	20.178611	423022	201043	34TDN3251606298	NK34-05	T	RDGE		KV	33				V				ROSAZAGIT	Rosa Zagit	Rosa Zagit	ROSAZAGIT	Rosa Zagit	Rosa Zagit		2012-05-04
2	2382	6267688	42.506111	20.178611	423022	201043	34TDN3251606298	NK34-05	T	RDGE		KV	33				N	srp			RASAEZOGIT	Rasa e Zogit	Rasa e Zogit	RASAEZOGIT	Rasa e Zogit	Rasa e Zogit		2012-05-04
2	421998	540124	42.520833	20.186944	423115	201113	34TDN3321607927	NK34-05	S	HUTS		KV	33				N	srp		Staništa	GOCSTANISTA	Goč Staništa	Goc Stanista	GOCSTANISTA	Goč Staništa	Goc Stanista		2012-05-04
2	6242242	6267788	42.506111	20.198889	423022	201156	34TDN3418206283	NK34-05	S	HUTS		KV	33				N	srp			STUBLA	Stubla	Stubla	STUBLA	Stubla	Stubla		2012-05-04
2	413093	522405	42.515833	20.204444	423057	201216	34TDN3464907358	NK34-05	S	SHPF		KV	33				N	srp			BERIC	Beriç	Beric	BERIC	Beriç	Beric		2012-05-04
2	6242243	6267789	42.501389	20.217778	423005	201304	34TDN3572905744	NK34-05	H	SPNG		KV	33				N	srp		Vrelat	VRELATELJIVADITTMAL	Vrelat e Ljivadit t Mal	Vrelat e Ljivadit t Mal	LJIVADITTMAL VRELATE	Ljivadit t Mal, Vrelat e	Ljivadit t Mal, Vrelat e		2012-05-04
2	6242244	6267790	42.505833	20.228889	423021	201344	34TDN3664706229	NK34-05	T	HLL		KV	33				N	srp			GRADINA	Gradina	Gradina	GRADINA	Gradina	Gradina		2012-05-04
2	9031645	9031645	42.477778	20.240556	422840	201426	34TDN3757703105	NK34-05	T	SLP		KV	33				N	srp			RADENICA	Radenica	Radenica	RADENICA	Radenica	Radenica		2012-05-04
2	-83427	502465	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				V	sqi			TOSIC	Tosiç	Tosic	TOSIC	Tosiç	Tosic		2012-05-04
2	-83427	11097623	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				V	srp			JASICDJOCAJ	Jasić-Djocaj	Jasic-Djocaj	JASICDJOCAJ	Jasić-Djocaj	Jasic-Djocaj		2012-05-04
2	-83427	11097614	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				NS	srp			ЈАСИЋ	Јасић	Јасић	ЈАСИЋ	Јасић	Јасић		2012-05-04
2	-83427	11097622	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				V	srp			JASICDOCAJ	Jasić-Ðocaj	Jasic-Docaj	JASICDOCAJ	Jasić-Ðocaj	Jasic-Docaj		2012-05-11
2	-83427	11097621	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				VS	srp			ЈАСИЋЂОЦАЈ	Јасић-Ђоцај	Јасић-Ђоцај	ЈАСИЋЂОЦАЈ	Јасић-Ђоцај	Јасић-Ђоцај		2012-05-04
2	-83427	11097615	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				N	sqi			JASIQ	Jasiq	Jasiq	JASIQ	Jasiq	Jasiq		2012-05-04
2	-83427	-121910	42.4925	20.251667	422933	201506	34TDN3850504732	NK34-05	P	PPL		KV	33				N	srp			JASIC	Jasić	Jasic	JASIC	Jasić	Jasic		2012-05-04
2	412816	521824	42.471389	20.267222	422817	201602	34TDN3976302376	NK34-05	P	PPL		KV	33				V	srp			GOCMALA	Goč Mala	Goc Mala	GOCMALA	Goč Mala	Goc Mala		2012-05-04
2	412816	11099538	42.471389	20.267222	422817	201602	34TDN3976302376	NK34-05	P	PPL		KV	33				NS	srp			ГОЧ	Гоч	Гоч	ГОЧ	Гоч	Гоч		2012-05-04
2	412816	11099540	42.471389	20.267222	422817	201602	34TDN3976302376	NK34-05	P	PPL		KV	33				VS	srp			ГОЧМАЛА	Гоч Мала	Гоч Мала	ГОЧМАЛА	Гоч Мала	Гоч Мала		2012-05-04
2	412816	9030752	42.471389	20.267222	422817	201602	34TDN3976302376	NK34-05	P	PPL		KV	33				N	srp			GOC	Goč	Goc	GOC	Goč	Goc		2012-05-04
2	412815	11099625	42.483333	20.273056	422900	201623	34TDN4025403698	NK34-05	P	PPL		KV	33				NS	srp			ПЕПША	Пепша	Пепша	ПЕПША	Пепша	Пепша		2012-05-04
2	412815	11102793	42.483333	20.273056	422900	201623	34TDN4025403698	NK34-05	P	PPL		KV	33				N	sqi			PEPSH	Pepsh	Pepsh	PEPSH	Pepsh	Pepsh		2012-05-04
2	412815	521823	42.483333	20.273056	422900	201623	34TDN4025403698	NK34-05	P	PPL		KV	33				N	srp			PEPSA	Pepša	Pepsa	PEPSA	Pepša	Pepsa		2012-05-04
2	-83800	11055360	42.475833	20.277222	422833	201638	34TDN4058902863	NK34-05	P	PPLA	4	KV	33				NS	srp			ЈУНИК	Јуник	Јуник	ЈУНИК	Јуник	Јуник		2012-05-07
2	-83800	11055361	42.475833	20.277222	422833	201638	34TDN4058902863	NK34-05	P	PPLA	4	KV	33				N	sqi			JUNIK	Junik	Junik	JUNIK	Junik	Junik		2012-05-07
2	-83800	-122384	42.475833	20.277222	422833	201638	34TDN4058902863	NK34-05	P	PPLA	4	KV	33				N	srp			JUNIK	Junik	Junik	JUNIK	Junik	Junik		2012-05-07
